price,unnamed: 0,pid,area,ms.subclass,ms.zoning,lot.frontage,lot.area,street,alley,lot.shape,land.contour,utilities,lot.config,land.slope,neighborhood,condition.1,condition.2,bldg.type,house.style,overall.qual,overall.cond,year.built,year.remod.add,roof.style,roof.matl,exterior.1st,exterior.2nd,mas.vnr.type,mas.vnr.area,exter.qual,exter.cond,foundation,bsmt.qual,bsmt.cond,bsmt.exposure,bsmtfin.type.1,bsmtfin.sf.1,bsmtfin.type.2,bsmtfin.sf.2,bsmt.unf.sf,total.bsmt.sf,heating,heating.qc,central.air,electrical,x1st.flr.sf,x2nd.flr.sf,low.qual.fin.sf,bsmt.full.bath,bsmt.half.bath,full.bath,half.bath,bedroom.abvgr,kitchen.abvgr,kitchen.qual,totrms.abvgrd,functional,fireplaces,fireplace.qu,garage.type,garage.yr.blt,garage.finish,garage.cars,garage.area,garage.qual,garage.cond,paved.drive,wood.deck.sf,open.porch.sf,enclosed.porch,x3ssn.porch,screen.porch,pool.area,pool.qc,fence,misc.feature,misc.val,mo.sold,yr.sold,sale.type,sale.condition
202665,273,40272,1368,120,RL,40.0,6792,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1368.0,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,474.0,TA,TA,Y,132,35,0,0,0,0,,,,0,3,2006,New,Partial
132250,122,40121,1040,20,RL,94.0,25286,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633.0,Unf,0.0,431.0,1064.0,GasA,Gd,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1963.0,Unf,2.0,648.0,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2007,WD ,Normal
142250,224,40223,1232,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172.0,TA,TA,CBlock,TA,TA,No,Rec,698.0,Unf,0.0,534.0,1232.0,GasA,TA,Y,SBrkr,1232,0,0,1.0,0.0,1,1,3,1,TA,6,Typ,0,,Attchd,1966.0,RFn,2.0,490.0,TA,TA,Y,0,224,0,0,0,0,,,,0,4,2010,WD ,Normal
220000,187,40186,2486,50,RM,90.0,33120,Pave,,IR3,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1595.0,1595.0,GasA,TA,Y,SBrkr,1611,875,0,0.0,0.0,2,0,5,1,TA,8,Typ,1,Gd,Detchd,1962.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD ,Normal
143000,298,50298,1456,160,RL,24.0,2308,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,286.0,LwQ,294.0,275.0,855.0,GasA,Gd,Y,SBrkr,855,601,0,0.0,0.0,2,1,4,1,TA,7,Typ,0,,Attchd,1975.0,RFn,2.0,460.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal
144000,288,50288,1196,20,RL,60.0,10044,Pave,,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,TA,Y,SBrkr,1196,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1968.0,RFn,1.0,336.0,TA,TA,Y,257,0,168,0,0,0,,MnPrv,,0,6,2010,WD ,Normal
275000,573,40572,2439,60,RL,,12728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198.0,Unf,0.0,333.0,1531.0,GasA,Ex,Y,SBrkr,1531,908,0,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,560.0,TA,TA,Y,184,121,0,0,0,0,,,,0,1,2007,WD ,Normal
165000,724,50724,1382,160,FV,,2651,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,641.0,Unf,0.0,32.0,673.0,GasA,Ex,Y,SBrkr,673,709,0,1.0,0.0,2,1,3,1,Gd,6,Typ,0,,Detchd,2000.0,Unf,2.0,490.0,TA,TA,Y,153,50,0,0,0,0,,,,0,4,2006,WD ,Normal
187500,494,40493,1453,20,RL,92.0,10573,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,Ex,Y,SBrkr,1453,0,0,1.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1961.0,RFn,2.0,530.0,TA,TA,Y,0,49,0,0,288,0,,GdPrv,,0,4,2009,WD ,Normal
189000,426,40425,1228,120,RL,40.0,4671,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767.0,Unf,0.0,461.0,1228.0,GasA,Gd,Y,SBrkr,1228,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988.0,Fin,2.0,472.0,TA,TA,Y,168,120,0,0,0,0,,,,0,10,2008,WD ,Normal
136900,159,50159,1855,50,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444.0,Unf,0.0,550.0,994.0,GasA,Gd,Y,SBrkr,1216,639,0,0.0,0.0,2,0,4,1,TA,7,Typ,0,,Attchd,1954.0,Unf,1.0,325.0,TA,TA,Y,182,0,0,0,0,0,,,,0,10,2006,WD ,Normal
127000,978,40977,864,20,RL,60.0,7180,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,TA,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2008,WD ,Normal
217000,126,50126,1494,20,RL,79.0,9236,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200.0,Unf,0.0,279.0,1479.0,GasA,Ex,Y,SBrkr,1494,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,1997.0,RFn,2.0,576.0,TA,TA,Y,168,27,0,0,0,0,,,,0,7,2006,WD ,Normal
208300,940,40939,1218,20,FV,75.0,7862,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1191.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,0.0,0.0,2,0,2,1,Gd,4,Typ,0,,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0,102,0,0,0,0,,,,0,9,2009,New,Partial
176500,266,50266,1501,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,342.0,TA,TA,PConc,Gd,TA,No,GLQ,565.0,Unf,0.0,179.0,744.0,GasA,Gd,Y,SBrkr,757,744,0,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Detchd,1999.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD ,Normal
125000,99,50099,1089,20,RL,62.0,7440,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,TA,Y,SBrkr,1089,0,0,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1954.0,RFn,1.0,252.0,TA,TA,P,328,0,0,0,0,0,,MnPrv,,0,9,2009,WD ,Normal
184000,456,50456,2495,70,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1313.0,1313.0,GasW,Gd,Y,SBrkr,1313,1182,0,0.0,0.0,2,0,5,1,TA,10,Typ,1,Gd,Detchd,1950.0,Unf,2.0,342.0,TA,Fa,Y,0,299,0,0,0,0,,,,0,12,2008,WD ,Normal
108000,609,50609,996,30,RL,63.0,13907,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0.0,706.0,996.0,GasA,Ex,Y,SBrkr,996,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,,,,0.0,0.0,,,Y,144,0,0,0,0,0,,,,0,7,2008,WD ,Normal
450000,30,40029,2046,20,RL,105.0,15431,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,0.0,564.0,1994.0,GasA,Ex,Y,SBrkr,2046,0,0,1.0,0.0,2,1,2,1,Ex,7,Typ,2,Gd,Attchd,2005.0,Fin,3.0,878.0,TA,TA,Y,188,65,0,0,175,0,,,,0,8,2007,WD ,Normal
144000,657,40656,1344,20,RL,,9503,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1958,1983,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,457.0,Rec,374.0,193.0,1024.0,GasA,TA,Y,SBrkr,1344,0,0,1.0,0.0,1,0,2,1,TA,6,Min1,1,TA,Detchd,1970.0,Unf,1.0,484.0,TA,TA,Y,316,28,0,0,0,0,,GdWo,,0,6,2007,WD ,Normal
119000,484,40483,1288,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,664,624,0,1.0,0.0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917.0,Unf,1.0,280.0,TA,TA,N,0,103,0,0,0,0,,,,0,5,2009,WD ,Normal
79400,241,40240,1092,160,RM,21.0,1484,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,252.0,Unf,0.0,294.0,546.0,GasA,TA,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,TA,5,Typ,0,,Attchd,1972.0,Unf,1.0,253.0,TA,Fa,Y,0,0,0,0,0,0,,,,0,5,2006,WD ,Normal
123000,712,50712,1319,20,RL,79.0,10634,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428.0,LwQ,180.0,0.0,608.0,GasA,TA,Y,SBrkr,1319,0,0,1.0,0.0,1,0,3,1,TA,5,Min2,0,,Attchd,1953.0,Unf,1.0,270.0,TA,TA,Y,66,0,0,0,0,0,,GdWo,,0,11,2009,WD ,Normal
34900,559,40558,720,30,C (all),60.0,7879,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,495.0,Unf,0.0,225.0,720.0,GasA,TA,N,FuseA,720,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,,,,0.0,0.0,,,N,0,523,115,0,0,0,,GdWo,,0,11,2009,WD ,Abnorml
114500,138,50138,912,20,RL,70.0,10150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,FuseA,912,0,0,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,RFn,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2007,COD,Normal
154000,281,50281,1060,20,RL,,8246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188.0,ALQ,668.0,204.0,1060.0,GasA,Ex,Y,SBrkr,1060,0,0,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1.0,270.0,TA,TA,Y,406,90,0,0,0,0,,MnPrv,,0,5,2010,WD ,Normal
154000,327,40326,1246,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340.0,Rec,906.0,0.0,1246.0,GasA,Ex,Y,SBrkr,1246,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1.0,305.0,TA,TA,Y,218,0,0,0,0,0,,GdPrv,,0,5,2010,WD ,Normal
137500,801,50801,1422,50,RL,82.0,12375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,41.0,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,0.0,477.0,806.0,GasA,TA,Y,SBrkr,1081,341,0,1.0,0.0,1,0,3,1,TA,7,Typ,1,TA,Detchd,1951.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,6,2006,WD ,Normal
350000,436,40435,2385,60,RL,110.0,14277,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,938.0,Unf,0.0,379.0,1317.0,GasA,Ex,Y,SBrkr,1217,1168,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,228,0,0,0,0,,,,0,1,2007,WD ,Normal
140000,901,40900,1170,20,RL,70.0,7315,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,625.0,Unf,0.0,545.0,1170.0,GasA,TA,Y,SBrkr,1170,0,0,0.0,1.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,1.0,338.0,TA,TA,Y,0,0,0,0,225,0,,,,0,3,2007,WD ,Normal
82000,623,50623,841,20,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,721.0,721.0,GasA,Gd,Y,SBrkr,841,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,,CarPort,1950.0,Unf,1.0,294.0,TA,TA,N,250,0,24,0,0,0,,,,0,9,2009,WD ,Normal
279500,811,50811,2125,60,RL,97.0,10990,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,851.0,Unf,0.0,213.0,1064.0,GasA,Ex,Y,SBrkr,1064,1061,0,1.0,0.0,2,1,4,1,Gd,12,Typ,2,TA,Attchd,1996.0,RFn,2.0,576.0,TA,TA,Y,168,0,0,0,0,0,,,,0,6,2008,WD ,Normal
328900,486,40485,1709,120,FV,50.0,5119,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238.0,Unf,0.0,460.0,1698.0,GasA,Ex,Y,SBrkr,1709,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,506.0,TA,TA,Y,97,65,0,0,0,0,,,,0,1,2008,CWD,Abnorml
145000,654,40653,1721,190,RL,,10532,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,Unf,0.0,0.0,988.0,GasA,Gd,Y,SBrkr,1721,0,0,1.0,0.0,2,0,3,1,TA,7,Mod,2,TA,Basment,1960.0,Unf,2.0,626.0,TA,TA,Y,50,84,0,0,0,0,,,,0,12,2008,WD ,Abnorml
174000,816,50816,1682,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1304.0,1304.0,GasA,Gd,Y,SBrkr,1682,0,0,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970.0,Unf,2.0,530.0,TA,TA,Y,98,0,0,0,0,0,,MnPrv,,0,5,2008,WD ,Normal
230000,386,40385,1492,20,FV,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,833.0,Unf,0.0,659.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2.0,596.0,TA,TA,Y,277,137,0,0,0,0,,,,0,4,2010,WD ,Normal
158000,193,50193,1302,80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270.0,ALQ,580.0,452.0,1302.0,GasA,Ex,Y,SBrkr,1302,0,0,0.0,1.0,2,0,3,1,Gd,7,Min1,0,,Attchd,1964.0,RFn,1.0,309.0,TA,TA,Y,333,0,0,0,0,0,,MnPrv,,0,10,2007,CWD,Normal
178900,617,50617,1877,60,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,2Story,6,6,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,931.0,LwQ,153.0,0.0,1084.0,GasA,TA,Y,SBrkr,1084,793,0,1.0,0.0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1974.0,Unf,2.0,488.0,TA,TA,Y,0,96,0,0,0,0,,,,0,11,2007,WD ,Normal
183500,313,40312,1720,60,RL,62.0,8244,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,880,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,440.0,TA,TA,Y,100,48,0,0,0,0,,,,0,5,2007,WD ,Normal
200000,139,50139,1694,60,FV,114.0,8314,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,569.0,569.0,GasA,Ex,Y,SBrkr,854,840,0,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,BuiltIn,1997.0,Unf,1.0,434.0,TA,TA,Y,0,382,0,0,110,0,,GdPrv,,0,11,2006,WD ,Normal
127500,26,50026,1367,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425.0,Unf,0.0,459.0,884.0,GasA,TA,Y,FuseA,959,408,0,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1.0,560.0,TA,TA,Y,0,0,0,0,120,0,,,,0,11,2007,WD ,Normal
235000,247,40246,1625,120,RM,44.0,4750,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573.0,Unf,0.0,0.0,1573.0,GasA,Ex,Y,SBrkr,1625,0,0,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,2.0,538.0,TA,TA,Y,123,0,0,0,153,0,,,,0,12,2007,WD ,Family
176432,617,40616,1314,20,RL,78.0,9317,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1290.0,1314.0,GasA,Gd,Y,SBrkr,1314,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,0,22,0,0,0,0,,,,0,3,2007,WD ,Normal
64500,65,50065,968,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,656.0,656.0,GasA,TA,Y,SBrkr,968,0,0,0.0,0.0,2,0,4,1,TA,5,Typ,0,,Detchd,1928.0,Unf,1.0,216.0,Fa,Fa,Y,0,0,0,0,0,0,,,,0,8,2007,WD ,Normal
370000,907,40906,1964,20,RL,85.0,11447,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,0.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964,0,0,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,892.0,TA,TA,Y,0,265,0,0,0,0,,,,0,6,2008,WD ,Normal
129000,290,50290,1464,70,RM,90.0,9900,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,764,700,0,0.0,0.0,2,0,3,1,TA,7,Typ,0,,,,,0.0,0.0,,,N,0,0,176,0,0,0,,,,0,3,2009,WD ,Normal
232000,598,50598,1668,20,RL,48.0,10635,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370.0,GLQ,972.0,315.0,1657.0,GasA,Ex,Y,SBrkr,1668,0,0,1.0,0.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2.0,502.0,TA,TA,Y,0,262,0,0,0,0,,,,0,5,2010,WD ,Normal
228950,635,50635,1786,190,RL,,164660,Grvl,,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249.0,BLQ,147.0,103.0,1499.0,GasA,Ex,Y,SBrkr,1619,167,0,2.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965.0,Fin,2.0,529.0,TA,TA,Y,670,0,0,0,0,0,,,Shed,700,8,2008,WD ,Normal
127500,638,50638,1609,50,RM,63.0,4347,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,Gd,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,825,784,0,0.0,0.0,1,0,3,1,TA,7,Typ,0,,Detchd,1910.0,Unf,1.0,228.0,Fa,Fa,N,0,182,0,0,0,0,,,,0,6,2008,WD ,Normal
